MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
2,2/4/2026,Tensaur Sport 2.0 CF K,902063605,1,902063605-1,Kazakhstan,944,,PASS,,,B,Asc 02-1,33B,624050450,80,MS.HUỲNH,CFA,"Thread Ends(2),Off Center(2)",,,,,
2,2/4/2026,GALAXY 7 M,901841750,1,901841750-1,Japan,"1,952",12,PASS,,,B3,2,12,625030164,125,MS.NGÂN,CFA,"Dirty O'S(2),Wrinkle(2),Over Cement(2)",,,,,
2,2/4/2026,GALAXY 7 M,902225067,1,902225067-1,Thailand,100,,PASS,,,C,Asc 08-1,21D,623030007,20,MS.NGÂN,CFA,Over Primer O'S(1),,,,,
2,2/4/2026,GALAXY 7 M,902225063,1,902225063-1,Philippines,100,,PASS,,,C,Asc 08-1,21D,623030007,20,MR.THÁI,CFA,Wrinkle(1),,,,,
2,2/4/2026,GALAXY 7 W,901779407,1,901779407-1,Spain,"1,000",,PASS,,,C,Asc 08-2,8D,624080430,80,MRS.VY,CFA,"Wobbling(1),Dirty Collar Lining(1),Toe Spring(1)",,,,,
2,2/4/2026,GALAXY 7 W,902053949,1,902053949-1,Italy,"4,000",,PASS,3200,P1,C,Asc 09-1,22D,623090063,125,MR.NHỨT,CFA,"Dirty M'S(1),Collar Lining Wrinkle(1),Over Primer O'S(3)",,,,,
2,2/4/2026,GALAXY 7 W,902076470,1,902076470-1,Italy,970,,PASS,,,C,Asc 08-2,8D,624080430,80,MS.HUỲNH,CFA,"Over Primer O'S(1),Dirty Collar Lining(2),Over Cement(1)",,,,,
2,2/4/2026,RUNFALCON 6 EL C,901959727,1,901959727-1,Italy,430,,PASS,,,C,Asc 03-1,8C,624070252,50,MR.NHỨT,CFA,"Wobbling(1),Dirty Collar Lining(1)",,,,,
2,2/4/2026,RUNFALCON 6 EL C,902053228,1,902053228-1,Saudi Arabia,"1,934",,PASS,,,C,Asc 03-1,8C,624070252,125,MR.NHỨT,CFA,"Dirty Collar Lining(2),Dirty O'S(2)",,,,,
2,2/4/2026,RUNFALCON 6 EL C,902053486,1,902053486-1,Utd.Arab Emir.,"1,132",,PASS,,,C,Asc 05-2,10D,624040283,80,MR.THÁI,CFA,"Off Center Toe Cap(1),Over Primer O'S(2),Wrinkle(1),Dirty Collar Lining(2)",,,,,
2,2/4/2026,RUNFALCON 6 EL C,902054447,1,902054447-1,Utd.Arab Emir.,520,,PASS,,,C,Asc 03-2,20D,624080083,80,MS.NGÂN,CFA,"Dirty Upper(2),Dirty Collar Lining(2)",,,,,
2,2/4/2026,RUNFALCON 6 EL C,902057654,1,902057654-1,Utd.Arab Emir.,"1,118",,PASS,,,C,Asc 05-2,10D,624040283,80,MRS.VY,CFA,"Dirty Collar Lining(2),Dirty M'S(1)",,,,,
2,2/4/2026,RUNFALCON 6 J,901957526,1,901957526-1,USA,"4,620",,PASS,1420,PC,C,Asc 10-2,13D,624100308,125,MS.HUỲNH,CFA,"Over Cement(2),Wrinkle(2),Bonding Gap(2)",,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,901909075,1,901909075-1,Netherlands,300,,PASS,,,C,Asc 04-2,27D,623090194,50,MRS.VY,CFA,Off Center(2),,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902053126,1,902053126-1,United Kingdom,400,,PASS,,,C,Asc 02-1,2D,625080009,50,MR.NHỨT,CFA,Dirty Upper(1),,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902056968,1,902056968-1,United Kingdom,500,,PASS,,,C,Asc 02-1,2D,625080009,50,MR.NHỨT,CFA,Bonding Gap(1),,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902159611,1,902159611-1,Mexico,338,,PASS,,,C,Asc 05-1,6D,625120024,50,MS.HUỲNH,CFA,"Dirty Collar Lining(1),Dirty O'S(1),Over Primer O'S(1)",,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902161810,1,902161810-1,Chile,"2,004",,PASS,,,C,Asc 02-2,4D,625100152,125,MR.NHỨT,CFA,"Dirty Collar Lining(2),Dirty O'S(1)",,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902170611,1,902170611-1,Mexico,"3,901",,PASS,701,PC,C,Asc 02-2,4D,625100152,80,MRS.VY,CFA,"Poor Attaching(1),Dirty Collar Lining(1)",,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902174695,1,902174695-1,Turkey,"5,086",,PASS,1886,PC,C,Asc 02-2,4D,625100152,125,MR.NHỨT,CFA,"Dirty Collar Lining(2),Dirty O'S(2)",,,,,
2,2/4/2026,TENSAUR SPORT 3.0 K,902202863,1,902202863-1,United Kingdom,660,,PASS,,,C,Asc 01-2,31D,624040282,80,MRS.VY,CFA,Over Cement(1),,,,,
2,2/4/2026,VS PACE 2.0,4501436224,3,4501436224-3,South Africa,1,,PASS,,,D,Asc 08-1,1C,623090139,1,MS.HUỲNH,CFA,No issue,,,,,
2,2/4/2026,GRAND COURT 3.0,902235026,1,902235026-1,Netherlands,310,,PASS,,,D,Asc 03-1,6C,622070194,50,MR.THÁI,CFA,"Bonding Gap(2),Dirty Collar Lining(2)",,,,,
2,2/4/2026,VS PACE 2.0,902250156,1,902250156-1,Netherlands,925,,PASS,,,D,Asc 09-2,14C,624020152,80,MS.HUỲNH,CFA,Over Cement(2),,,,,
2,2/4/2026,VS PACE 2.0,902251792,1,902251792-1,Spain,356,,PASS,,,D,Asc 10-1,2C,623080380,50,MR.NHỨT,CFA,"Over Cement(1),Dirty Collar Lining(1)",,,,,
2,2/4/2026,VS PACE 2.0,902255231,1,902255231-1,Italy,560,,PASS,,,D,Asc 03-2,34C,625020591,80,MR.NHỨT,CFA,Over Cement(1),,,,,
2,2/4/2026,VS PACE 2.0,902255565,1,902255565-1,Italy,835,,PASS,,,D,Asc 11-1,16C,624030295,80,MS.NGÂN,CFA,"Thread Ends(2),Over Primer O'S(1),Poor Attaching(1)",,,,,
2,2/4/2026,VS PACE 2.0,4501436148,2,4501436148-2,South Africa,1,,PASS,,,D,Asc 11-1,38C,625090293,1,MR.NHỨT,CFA,No issue,,,,,
2,2/5/2026,ASPYRE 3 STRIPES,902056350,1,902056350-1,Peru,975,,PASS,,,A,Asc 11-2,22A,624060318,80,MRS.VY,CFA,Over Cement(2),,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF I,901846626,1,901846626-1,Brazil,"1,000",,PASS,,,A,Asc 06-1,25A,624030105,80,MRS.VY,CFA,"Bonding Gap(1),Dirty O'S(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF I,902167644,1,902167644-1,Argentina,612,,PASS,,,A,Asc 10-1,16A,624100316,80,MS.HUỲNH,CFA,Dirty Collar Lining(2),,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF I,902175010,1,902175010-1,Mexico,349,,PASS,,,A,Asc 08-1,41A,625080141,50,MS.HUỲNH,CFA,"Collar Lining Wrinkle(1),Wrinkle(2),Thread Ends(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF I,4501438376,5,4501438376-5,South Africa,43,,PASS,,,A,Asc 06-2,17A,624030271,8,MRS.VY,CFA,No issue,,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF I,902060277,1,902060277-1,Netherlands,480,,PASS,,,A,Asc 04-1,18A,623100210,50,MS.NGÂN,CFA,"Dirty Upper(1),Off Center(1),Dirty O'S(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902165650,1,902165650-1,Turkey,"3,709",,PASS,3200,P1,A,Asc 05-2,44A,625110020,125,MR.NHỨT,CFA,"Off Center(2),Dirty O'S(1),Collar Lining Wrinkle(2)",,,,,
2,2/5/2026,LIGHTSHIFT 2.0,902156170,1,902156170-1,Argentina,"1,776",15D,PASS,,,B3,3,15D,622020913,125,MS.NGÂN,CFA,"Over Cement(2),Dirty M'S(3)",,,,,
2,2/5/2026,LIGHTSHIFT 2.0,902164557,1,902164557-1,Mexico,"1,032",14A,PASS,,,B3,7,14A,622030023,80,MS.NGÂN,CFA,"Left/Right Quarter Mismatch(2),Over Primer O'S(2),Dirty M'S(1)",,,,,
2,2/5/2026,LIGHTSHIFT 2.0,902518778,1,902518778-1,Malaysia,"1,010",,PASS,,,A,Asc 01-1,31A,624060331,80,MR.NHỨT,CFA,Dirty O'S(2),,,,,
2,2/5/2026,Tensaur Sport 2.0 K,902054937,1,902054937-1,Saudi Arabia,"2,000",,PASS,,,B,Asc 02-2,38A,622020703,125,MR.NHỨT,CFA,"Dirty O'S(2),Poor Shape(3)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902147178,1,902147178-1,United Kingdom,"1,700",,PASS,,,B,Asc 04-2,43B,625030363,125,MR.NHỨT,CFA,"Over Primer O'S(2),Dirty Collar Lining(1),Wobbling(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902148366,1,902148366-1,United Kingdom,"1,875",,PASS,,,B,Asc 05-2,40B,625010030,125,MRS.VY,CFA,"Wobbling(2),Over Cement(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902219944,1,902219944-1,Netherlands,"6,489",,PASS,3200,P2,B,Asc 03-1,46B,625100092,125,MS.HUỲNH,CFA,"Collar Lining Wrinkle(2),Thread Ends(2),Poor Shape(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902219944,1,902219944-1,Netherlands,"6,489",,PASS,89,PC,B,Asc 05-2,40B,625010030,13,MS.HUỲNH,CFA,No issue,,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,901987238,1,901987238-1,Netherlands,"8,160",,PASS,3200,P1,B,Asc 06-2,21B,622020056,125,MR.NHỨT,CFA,"Dirty O'S(1),Collar Lining Wrinkle(3)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,901987238,1,901987238-1,Netherlands,"8,160",,PASS,3200,P2,B,Asc 02-1,33B,624050450,125,MS.NGÂN,CFA,"Dirty Upper(2),Dirty O'S(2),Collar Lining Wrinkle(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902154225,1,902154225-1,Netherlands,300,,PASS,,,B,Asc 01-2,42B,625030063,50,MR.THÁI,CFA,"Poor Attaching(2),Dirty O'S(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902003213,1,902003213-1,Netherlands,400,,PASS,,,B,Asc 04-2,43B,625030363,50,MS.HUỲNH,CFA,"Collar Lining Wrinkle(2),Wrinkle(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902003417,1,902003417-1,Netherlands,530,,PASS,,,B,Asc 04-2,43B,625030363,80,MS.NGÂN,CFA,"Poor Attaching(1),Bonding Gap(1),Dirty O'S(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902168724,1,902168724-1,Mexico,"4,479",,PASS,1279,PC,B,Asc 04-1,9B,621030996,125,MR.NHỨT,CFA,"Crooked Heel Cap(1),Wobbling(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 CF K,902172088,1,902172088-1,Turkey,"3,671",,PASS,3200,P1,B,Asc 01-2,25B,621100361,125,MS.NGÂN,CFA,"Thread Ends(2),Wobbling(2),Dirty Collar Lining(2)",,,,,
2,2/5/2026,GALAXY 7 M,902225013,1,902225013-1,USA,"1,207",,PASS,,,C,Asc 10-1,9D,625120023,125,MRS.VY,CFA,"Wobbling(1),Dirty Collar Lining(1),Over Cement(2)",,,,,
2,2/5/2026,GALAXY 7 M,902225031,1,902225031-1,USA,373,,PASS,,,C,Asc 08-1,21D,623030007,50,MS.HUỲNH,CFA,"Wobbling(2),Dirty M'S(1)",,,,,
2,2/5/2026,GALAXY 7 M,901944593,1,901944593-1,Netherlands,"3,589",,PASS,3200,P1,C,Asc 11-1,11,623120136,125,MS.HUỲNH,CFA,"Collar Lining Wrinkle(2),Wrinkle(2),Wobbling(2),Dirty Collar Lining(2)",,,,,
2,2/5/2026,GRAND COURT 2.0,902127814,1,902127814-1,Italy,745,,PASS,,,C,Asc 05-2,10D,624040283,80,MS.HUỲNH,CFA,"Over Cement(2),Crooked Eyestay(2),Poor OutSole Quality(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,901728879,1,901728879-1,Netherlands,601,,PASS,,,C,Asc 05-1,6D,625120024,80,MRS.VY,CFA,"Collar Lining Wrinkle(1),Off Center(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,901771561,1,901771561-1,Brazil,"1,280",,PASS,,,C,Asc 06-2,16,621070084,125,MRS.VY,CFA,"Off Center(2),Over Cement(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,901913145,1,901913145-1,Netherlands,300,,PASS,,,C,Asc 01-2,31D,624040282,50,MS.HUỲNH,CFA,"Poor Shape(2),Collar Lining Wrinkle(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,901969954,1,901969954-1,Colombia,100,,PASS,,,C,Asc 01-1,11D,624080127,20,MRS.LY,MANAGER,No issue,,CFA(THÁI)AQL->TOP MANAGER(MRS.LY),,,
2,2/5/2026,TENSAUR SPORT 3.0 K,901973830,1,901973830-1,Chile,125,,PASS,,,C,Asc 01-1,11D,624080127,20,MR.NHỨT,CFA,No issue,,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902026344,1,902026344-1,Colombia,100,,PASS,,,C,Asc 01-2,31D,624040282,20,MS.NGÂN,CFA,Wobbling(1),,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902160672,1,902160672-1,Brazil,300,,PASS,,,C,Asc 06-2,17D,624060040,50,MRS.VY,CFA,Collar Lining Wrinkle(1),,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902167551,1,902167551-1,Netherlands,300,,PASS,,,C,Asc 06-1,16,621070084,50,MRS.VY,CFA,"Collar Lining Wrinkle(1),Dirty Upper(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902170194,1,902170194-1,Mexico,"3,716",,PASS,516,PC,C,Asc 01-1,11D,624080127,80,MS.HUỲNH,CFA,"Wobbling(2),Over Primer O'S(2)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902176084,1,902176084-1,Netherlands,"8,000",,PASS,1600,PC,C,Asc 04-1,33D,624070020,125,MS.HUỲNH,CFA,"Bonding Gap(1),Over Primer O'S(2),Dirty Upper(1)",,,,,
2,2/5/2026,TENSAUR SPORT 3.0 K,902202966,1,902202966-1,United Kingdom,130,,PASS,,,C,Asc 02-1,2D,625080009,20,MS.NGÂN,CFA,Dirty Upper(1),,,,,
2,2/5/2026,GRAND COURT 3.0,901839990,1,901839990-1,Netherlands,322,,PASS,,,D,Asc 04-1,33C,625030360,50,MRS.VY,CFA,"Dirty Upper(1),Over Cement(1)",,,,,
2,2/5/2026,GRAND COURT 3.0,901961551,1,901961551-1,Italy,"1,295",,PASS,,,D,Asc 03-1,6C,622070194,125,MS.NGÂN,CFA,"Wobbling(2),Dirty O'S(2)",,,,,
2,2/5/2026,GRAND COURT 3.0,901963347,1,901963347-1,Netherlands,"3,500",,PASS,3200,P1,D,Asc 02-1,R6D,619080327,125,MRS.VY,CFA,"Over Cement(2),Dirty O'S(2),Thread Ends(2)",,,,,
2,2/5/2026,VS PACE 2.0,902179475,1,902179475-1,Netherlands,"3,500",,PASS,3200,P1,D,Asc 08-1,1C,623090139,125,MR.THÁI,CFA,"Over Cement(2),Thread Ends(2),Poor Shape(2)",,,,,
2,2/5/2026,VS PACE 2.0,902251688,1,902251688-1,United Kingdom,727,,PASS,,,D,Asc 10-1,2C,623080380,80,MS.HUỲNH,CFA,"Dirty Collar Lining(2),Bonding Gap(2),Dirty Upper(2)",,,,,
2,2/6/2026,RUNFALCON 6 EL I,902033923,1,902033923-1,Mexico,"2,150",11A,PASS,,,B3,0,11A,622021048,125,MS.HUỲNH,CFA,"Bonding Gap(2),Dirty M'S(2),Poor Attaching(2)",,,,,
2,2/6/2026,RUNFALCON 6 EL I,902033951,1,902033951-1,Italy,"1,235",,PASS,,,A,Asc 08-2,45A,625110021,125,MR.NHỨT,CFA,"Wobbling(2),Dirty Collar Lining(1)",,,,,
2,2/6/2026,RUNFALCON 6 EL I,902033953,1,902033953-1,Italy,365,,PASS,,,A,Asc 07-1,20A,623110220,50,MR.NHỨT,CFA,"Bonding Gap(1),Over Cement(1)",,,,,
2,2/6/2026,RUNFALCON 6 EL I,902057749,1,902057749-1,Italy,330,15D,PASS,,,B3,3,15D,622020913,50,MS.NGÂN,CFA,"Wrinkle(1),Dirty Upper(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,901841250,1,901841250-1,Brazil,200,,PASS,,,A,Asc 08-1,41A,625080141,32,MRS.VY,CFA,"Wobbling(1),Dirty Collar Lining(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,901847220,1,901847220-1,Brazil,800,,PASS,,,A,Asc 06-2,17A,624030271,80,MS.NGÂN,CFA,"Wobbling(2),Toe Spring(1),Dirty Collar Lining(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902185981,1,902185981-1,Spain,436,,PASS,,,A,Asc 06-2,17A,624030271,50,MRS.VY,CFA,"Dirty Collar Lining(1),Dirty O'S(1),Wobbling(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,901910316,1,901910316-1,Netherlands,300,,PASS,,,A,Asc 10-1,16A,624100316,50,MRS.VY,CFA,"Wobbling(1),Poor Shape(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902060346,1,902060346-1,Netherlands,370,,PASS,,,A,Asc 10-1,16A,624100316,50,MS.NGÂN,CFA,"Bonding Gap(1),Collar Lining Wrinkle(1),Over Cemnent(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902060395,1,902060395-1,Italy,625,,PASS,,,A,Asc 10-2,42A,625100252,80,MS.HUỲNH,CFA,"Dirty O'S(2),Thread Ends(2)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902071942,1,902071942-1,Netherlands,416,,PASS,,,A,Asc 05-1,23A,624110228,50,MS.NGÂN,CFA,"Dirty Collar Lining(2),Uneven Collar Top Line(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902228659,1,902228659-1,Spain,940,,PASS,,,A,Asc 06-2,17A,624030271,80,MR.THÁI,CFA,"Poor Shape(2),Wobbling(1),Dirty O'S(1),Left/Right Component Mismatch(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF I,902229762,1,902229762-1,Spain,545,,PASS,,,A,Asc 11-1,9A,622080458,80,MRS.LY,MANAGER,No issue,,CFA(VY)AQL->TOP MANAGER(MRS.LY),,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902159084,1,902159084-1,Italy,"3,030",,PASS,,,A,Asc 04-2,40A,625060019,125,MS.NGÂN,CFA,"Bonding Gap(2),Poor Attaching(2),Collar Lining Damaged(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902148290,1,902148290-1,Netherlands,500,,PASS,,,A,Asc 03-2,13A,625120045,50,MR.NHỨT,CFA,Dirty Collar Lining(2),,,,,
2,2/6/2026,VS PACE 2.0 CF I,902059366,1,902059366-1,Netherlands,677,,PASS,,,A,Asc 08-1,41A,625080141,80,MS.NGÂN,CFA,"Dirty Collar Lining(2),Dirty O'S(1)",,,,,
2,2/6/2026,VS PACE 2.0 CF I,902059380,1,902059380-1,Mexico,"1,123",,PASS,,,A,Asc 08-1,41A,625080141,80,MRS.VY,CFA,"Bonding Gap(1),Dirty O'S(1),Wobbling(2)",,,,,
2,2/6/2026,LIGHTSHIFT 2.0,901969685,1,901969685-1,Chile,510,15D,PASS,,,B3,3,15D,622020913,80,MR.THÁI,CFA,"Wrinkle(2),Dirty M'S(2)",,,,,
2,2/6/2026,LIGHTSHIFT 2.0,902176287,1,902176287-1,Turkey,"1,022",12,PASS,,,B3,2,12,625030164,80,MS.NGÂN,CFA,"Poor Shape(2),Poor Attaching(2),Over Cement(2)",,,,,
2,2/6/2026,Tensaur Sport 2.0 K,902058786,1,902058786-1,Chile,101,,PASS,,,B,Asc 02-1,33B,624050450,20,MR.NHỨT,CFA,No issue,,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902131771,1,902131771-1,United Kingdom,380,,PASS,,,B,Asc 02-2,38A,622020703,50,MS.NGÂN,CFA,"Over Cement(1),Over Primer O'S(1),Dirty O'S(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902149098,1,902149098-1,United Kingdom,370,,PASS,,,B,Asc 02-2,38A,622020703,50,MS.NGÂN,CFA,"Wobbling(1),Thread Ends(1),Over Primer O'S(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902150653,1,902150653-1,Colombia,"1,141",12,PASS,,,B3,5,12,625030164,80,MRS.VY,CFA,Dirty Collar Lining(2),,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902150653,1,902150653-1,Colombia,"1,141",15A,PASS,,,B3,4,15A,624050151,20,MR.BÌNH,LOP,Uneven Collar Top Line(1),,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902156558,1,902156558-1,Netherlands,710,,PASS,,,B,Asc 02-1,33B,624050450,80,MS.NGÂN,CFA,"Dirty Collar Lining(2),Dirty Upper(2)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 CF K,902167329,1,902167329-1,Mexico,"3,562",,PASS,362,PC,B,Asc 06-1,18B,620030032,50,MRS.VY,CFA,Dirty Collar Lining(1),,,,,
2,2/6/2026,GALAXY 7 M,902224699,1,902224699-1,Saudi Arabia,276,,PASS,,,C,Asc 08-1,21D,623030007,32,MS.NGÂN,CFA,Over Primer O'S(1),,,,,
2,2/6/2026,GALAXY 7 M,902224839,1,902224839-1,Canada,300,,PASS,,,C,Asc 11-1,11,623120136,50,MR.THÁI,CFA,"Over Cement(1),Over Primer O'S(1)",,,,,
2,2/6/2026,GALAXY 7 M,902224971,1,902224971-1,Indonesia->W9997,202,,PASS,,,C,Asc 11-1,11,623120136,32,MRS.VY,CFA,No issue,,,,,
2,2/6/2026,GALAXY 7 M,902225075,1,902225075-1,United Kingdom,310,,PASS,,,C,Asc 08-1,21D,623030007,50,MR.NHỨT,CFA,Dirty M'S(1),,,,,
2,2/6/2026,GALAXY 7 M,902225084,1,902225084-1,Netherlands,475,,PASS,,,C,Asc 08-2,8D,624080430,50,MRS.VY,CFA,"Dirty Upper(1),Over Primer O'S(1)",,,,,
2,2/6/2026,GALAXY 7 M,901944598,1,901944598-1,Netherlands,"3,588",,PASS,3200,P1,C,Asc 09-1,22D,623090063,125,MR.THÁI,CFA,"Dirty M'S(2),Over Primer O'S(2),Collar Lining Wrinkle(2),Over Cement(2)",,,,,
2,2/6/2026,GALAXY 7 M,901983631,1,901983631-1,Spain,"2,400",,PASS,,,C,Asc 11-2,28D,625080255,125,MS.HUỲNH,CFA,"Wrinkle(2),Dirty O'S(2),Wobbling(2)",,,,,
2,2/6/2026,GALAXY 7 M,902224729,1,902224729-1,Utd.Arab Emir.,264,,PASS,,,C,Asc 10-1,13D,624100308,32,MR.THÁI,CFA,"Dirty M'S(1),Over Cement(2)",,,,,
2,2/6/2026,RUNFALCON 6 EL C,902063269,1,902063269-1,Utd.Arab Emir.,"1,373",,PASS,,,C,Asc 04-1,33D,624070020,125,MRS.LY,MANAGER,No issue,,CFA(THÁI)AQL->TOP MANAGER(MRS.LY),,,
2,2/6/2026,RUNFALCON 6 J,901941998,1,901941998-1,Italy,"1,940",,PASS,,,C,Asc 09-2,24D,623090032,125,MR.THÁI,CFA,"Thread Ends(2),Dirty Collar Lining(2),Poor Attaching(2)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 K,902057286,1,902057286-1,United Kingdom,390,,PASS,,,C,Asc 02-1,2D,625080009,50,MR.THÁI,CFA,Over Primer O'S(2),,,,,
2,2/6/2026,TENSAUR SPORT 3.0 K,902078209,1,902078209-1,Netherlands,401,15D,PASS,,,B3,3,15D,622020913,50,MRS.VY,CFA,"Dirty Upper(1),Off Center(1)",,,,,
2,2/6/2026,TENSAUR SPORT 3.0 K,902165391,1,902165391-1,Netherlands,300,,PASS,,,C,Asc 02-2,4D,625100152,50,MR.NHỨT,CFA,Off Center(1),,,,,
2,2/6/2026,RUNFALCON 6 J,901970266,1,901970266-1,Canada,620,,PASS,,,C,Asc 10-2,9D,625120023,80,MRS.LY,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MRS.LY),,,
2,2/6/2026,VS PACE 2.0,902182765,1,902182765-1,Spain,"2,400",,PASS,,,D,Asc 10-2,28C,624100065,125,MRS.VY,CFA,Dirty Collar Lining(3),,,,,
2,2/6/2026,VS PACE 2.0,902219978,1,902219978-1,Netherlands,850,,PASS,,,D,Asc 10-2,28C,624100065,80,MS.NGÂN,CFA,"Poor Attaching(1),Dirty Collar Lining(1),Thread Ends(2)",,,,,
2,2/6/2026,URBAN COURT,902052912,1,902052912-1,Italy,895,,PASS,,,D,Asc 08-2,R9C,621030557,80,MR.THÁI,CFA,"Over Primer O'S(2),Over Cement(2)",,,,,
2,2/6/2026,URBAN COURT,902153911,1,902153911-1,Mexico,306,,PASS,,,D,Asc 01-2,37C,625080102,50,MRS.VY,CFA,"Dirty Upper(1),Over Cement(1)",,,,,
2,2/6/2026,URBAN COURT,902159906,1,902159906-1,Mexico,100,,PASS,,,D,Asc 03-2,34C,625020591,20,MR.THÁI,CFA,Over Cement(1),,,,,
2,2/6/2026,URBAN COURT,902169131,1,902169131-1,Panama,300,,PASS,,,D,Asc 03-2,34C,625020591,50,MR.THÁI,CFA,Over Cement(2),,,,,
2,2/6/2026,URBAN COURT,902253866,1,902253866-1,Italy,380,,PASS,,,D,Asc 01-2,37C,625080102,50,MRS.LY,MANAGER,No issue,,CFA(VY)AQL->TOP MANAGER(MRS.LY),,,
2,2/6/2026,VL COURT 3.0 K,902005349,1,902005349-1,USA,"5,310",,PASS,3200,P1,D,Asc 05-1,18D,625030163,125,MR.THÁI,CFA,"Poor Shape(2),Bonding Gap(2),Wobbling(2),Over Cement O'S(2)",,,,,
2,2/6/2026,VL COURT 3.0 K,902010919,1,902010919-1,USA,"3,012",,PASS,,,D,Asc 07-1,41C,625100189,125,MR.THÁI,CFA,"Dirty Upper(2),Over Primer O'S(2),Over Cement(2),Wobbling(2)",,,,,
2,2/6/2026,GRAND COURT 3.0,901838733,1,901838733-1,Netherlands,302,,PASS,,,D,Asc 04-1,33C,625030360,50,MRS.VY,CFA,Over Cement(1),,,,,
2,2/6/2026,GRAND COURT 3.0,901849714,1,901849714-1,Netherlands,656,,PASS,,,D,Asc 01-1,39C,625090192,80,MRS.VY,CFA,"Over Cement(1),Collar Lining Damaged(1)",,,,,
2,2/6/2026,GRAND COURT 3.0,901968258,1,901968258-1,Netherlands,308,,PASS,,,D,Asc 04-1,33C,625030360,50,MRS.VY,CFA,"Dirty Upper(1),Dirty O'S(1)",,,,,
2,2/6/2026,VS PACE 2.0,902248858,1,902248858-1,United Kingdom,760,,PASS,,,D,Asc 09-1,32C,625030234,80,MS.HUỲNH,CFA,"Over Cement(2),Poor Shape(2),Poor Attaching(1)",,,,,
